4,0.00133270
5,0.00063466
6,0.00051262
7,0.00035364
8,0.00025381
9,0.00018743
10,0.00014126
11,0.00010806
12,0.00008386
13,0.00006564
14,-0.0000713251076344
15,-0.0000665585785663
16,-0.0000623905101668
17,-0.0000587145995143
18,-0.0000554185849189
19,-0.0000525089213264
20,-0.0000498904968164
21,-0.0000475215113575
22,-0.0000453679755328
23,-0.0000434020390747
24,-0.0000416000123416
25,-0.0000399422037707
26,-0.0000384121974324
27,-0.0000369955329252
28,-0.0000356723839877
29,-0.0000344438261119
30,-0.0000332903451526
31,-0.0000322019974468
32,-0.0000311976899759
33,-0.0000302604516645
34,-0.0000293732722958
35,-0.0000285369218885
36,-0.0000277473153415
37,-0.0000270004545762
38,-0.0000262930639593
39,-0.0000256220419023
40,-0.0000249847481945
41,-0.0000243771125026
42,-0.0000237961727911
43,-0.0000232422476143
44,-0.0000227136310146
45,-0.0000222024876957
46,-0.0000217204983982
47,-0.0000212590593913
48,-0.0000208168883322
49,-0.0000203928391606
50,-0.0000199859283636
51,-0.0000195952216887
52,-0.0000192195353127
53,-0.0000188582223158
54,-0.0000185104354675
55,-0.0000181735378276
56,-0.0000178482863334
57,-0.0000175343936524
58,-0.0000172270357840
59,-0.0000169352368038
60,-0.0000166533895089
61,-0.0000163808207139
62,-0.0000161171823289
63,-0.0000158618389312
64,-0.0000156146657357
65,-0.0000153751898673
66,-0.0000151430747334
67,-0.0000149181462890
68,-0.0000146992092138
69,-0.0000144859039204
70,-0.0000142784274485
71,-0.0000140769916057
72,-0.0000138782517743
73,-0.0000136883110272
74,-0.0000135034766564
75,-0.0000133238734470
76,-0.0000131488659764
77,-0.0000129789533848
78,-0.0000128132999392
79,-0.0000126518186173
80,-0.0000124944223965
81,-0.0000123412360619
82,-0.0000121908409881
83,-0.0000120438840954
84,-0.0000119003768810
85,-0.0000117579582400
86,-0.0000116213881450
87,-0.0000114881807059
88,-0.0000113579500702
89,-0.0000112307832603
90,-0.0000111064684686
91,-0.0000109847938877
92,-0.0000108657595174
93,-0.0000107494031204
94,-0.0000106354751265
95,-0.0000105239262758
96,-0.0000104141474107
97,-0.0000103065851412
98,-0.0000102013149923
99,-0.0000100961728989
100,-0.0000099952489186
